photo_id,business_id,caption,label
kODbl5jwlxLSdD5mKuNs9A,wMWRpzjKgwIef2yJ41RCGw,Cafe front,outside
pp3n8Vw60K4455pnVFdLtQ,GhoKUp8LCHQ5KvXt6IrN2g,Fall 2014 Mushroom Melt,food
znnfwU9kOu6eJr1ACWBDtQ,p_6THXiGLViyxYnOY8BzZQ,Shellfish,outside
AX6nt4Yq_uC9pOj_LQ1reA,68jYcCg7p8zEeArIUgky9Q,Signature cocktail: The JAMES-hattan,drink
kOcItInHrFYGE2ttxPEanQ,2aZNVfzU-3672SjRHnPoOA,,food
vEyesGcGyWR612F5GmL9lA,V9BACxNu_td_DJY65gWwBQ,,inside
zbldbykZAkZEfckyth9POw,RQcuGe28Q8laCF1w1aBYiA,Paradeco's shaded outdoor seating with free wifi. You can feel the breeze from the bay here. You can watch paradise while you sip coffee.,outside
kc1bWGaFvUuX-197yzutog,EF95nC1Jwe9fj2EaBJDZKA,Front desk check-in at da Ludovica,inside
xkCVPrreSPoO144jlgutgw,Nit7oji_POMoRxZ3q2ichg,Micheladas every Sunday,drink
Bd9NHRn4t9Pec_AyJGQFqQ,-utd1de-UUgQKZE4VHVLlw,Customers love our Gingerbread Latte,food
QwsKZZEHInerhMal_vGzig,Tyub4uN0yku6wyS1JWMejA,Tiny set back store front hiding deliciousness!,outside
jroNzpKHul_UxMJVuCJ6YQ,TaYzef5Sv6b_-JdhRtaqhg,,food
Vq_Kso6EjBzrcihP1A1sfA,ZNWox30LIv7hV5k5YP8tCQ,,drink
5lzoWfP9xsE5xVymoE5SNA,h5Y6iLn5VogLWcfT5tnANg,,drink
o3im6BnLJ4cAtf49xLCIGA,b9oIwBmqX0IdoQCPIqngLA,Dinning area (currently closed to customers),inside
iWfp_hXNPKFrhNGKqMn1Ag,dsfRniRgfbDjC8os848B6A,,inside
0QgE_eDvwknTR1lE2rMzYA,lw6OXWUzcwtTzbdh4b0a6g,Jimmy John's,outside
rzymJXG_dwmrg84d0tLW-g,CRe_j_zZ9XynzSc2Sc0ggA,,food
6iVAgcH8_u-8iXhe4doNrg,Go-vuNoQ64pojSRJ580SJQ,,inside
vaVOCE6mLBusl2o_y5Nojg,zZ_xsIQfotnHe25MxQyg0g,,outside
6snAYWO8cel8OzA-j3VsAw,YrCCOyNJt3qOi0cbX05Kjg,,inside
MYmI-vRPS5kFdczAYzeNvg,BEMSDLPP630Fpdw_QpqLVA,,inside
kwAOPQElxTre63rKAB8CWA,rUxxJi1tlSljiY_kTasUKA,,outside
USkK-9NJDt8wNDKxkhlfhQ,bLAKbaMoR2hTVP7GE4Lvaw,,outside
pU_sJTpCCNl5CTk61QMr0Q,IkojivrPEM79yzhF3AzN1g,,drink
SJrzT2U5zmwGFgu-8FII5Q,iRIHK8-EwpeffwvoO4nzIA,Outdoor,outside
Ei0DAsXiIoJPPGlIB3P7mw,2_qvUdA1EYMVj0N_vAz0Bw,"Combo pork meat balls, grilled lemongrass pork & spring rolls (#39) ($11.95)",food
Wj9TIX6pQKrq_yr9CyuKGw,EIeDtIG5WoD9Fv2ppF3Y-A,Patio,outside
BDvp7cqRAbq2pS67XjYc1Q,GLDeniJ20Z0X_ZMbt4Y8Jg,,inside
qQWDSxyjY1TOrInUPnZ4xw,EfLcMyzm24vNxe5XdjRp4g,Adorable merchandise for grabs at Congregation Coffee.,inside
K8bP_HlM90OJIgZ0le_mlw,cFr89kiSMvB1WsoGB_ZPBA,Shaded Brick Gazebo with comfortable patio furniture inside for guests comfort.,outside
X7AQxrx0jtKq3-6gUqhepA,0IXwCbilY8prtBholmFkUw,,drink
A9WNHnGd10BrRwd1nrQ3qg,nMn4CTJQPXqpgLltYQrxMA,Beautiful drinks they have! I strongly recommend it!,drink
cSj8TanQYNaoQgNXdLwJNQ,hp9h_Cq-W0ki7JMArSvYSQ,Sign,outside
6kXRM4YF7UWi8bUvMwl_OA,9w-LZEkP1hf363G-OYvKDg,It doesn't look like much but the food is stellar!,outside
89wwxkeSZDSxNbTcE5I_-A,ZLhu-sAejh5yGd8aV9zcGQ,Mole enchiladas,food
3pxbd_Gl46X_niOtKfwRTA,BnibjYoTYefJXQ_ZVXo_mQ,,inside
v0dngq1H9JjYwDm5cFwBig,RTJiMomkeeDi5LZn0GhxQA,Sweet seating on the outside patio upstairs.,outside
3USZ42Uv13S0TKsfo_ZMyg,dv4yKRAKfvPGiMqpsSwH6Q,Tacos,menu
DIeJjlpJxKV72dkkgk24Hw,ZGH8MzJa7Q7iIpmtzBAJAQ,"Shade, glorious shade ... love the outdoor deck. Note: can get a bit buggy as its right on the water.",outside
iThTUXX4SlkzgtWQzJSOVg,3UR6sAv6l4rtfSvTPTavFA,My home away from home.,inside
zKmDYQPE_WvlHhAduMVbOQ,TEv0kn08Hq2UZ3k74Ieh_Q,,inside
h5cVWmfrGUVeFf39cK-K_w,K1h1Cwy1VSGdjKuw-GM9Iw,Hojicha latte,drink
X_L5cuA-J0qpdUEpLQMSCA,n4alafw1npRmVXzfBLUGPQ,Price gouging during crisis,menu
g0oadJSwjsoqy6VawbH72A,yOoTTOsIBk10XCszYVnrDQ,,inside
J_oGYWLMXleZO_ffNHFkdQ,uqXYVxIwoEsFFjEHBlMZQA,,outside
P7wFq130E0162ixPMy2vNg,RUW5ahcbLe5kKYnEZtqRpw,,menu
-GbasJ57TAzEavEy3Y8IbQ,FNufNXHffHXRUhIqXWNoCQ,,outside
s-ehovLPwG4IB6gj8V9O2g,ILyS_g3ogvCkD1-7_A1Bag,vietnamese coffee.,drink
fzZkBbUiGisqpG4jlJ8ajw,Qm9C0MiecSDJfkjkbkyoaA,Roasted Turkey and Dressing with Pan Gravy,food
zIQQ-x2l_Bmx1jR3sfge6w,GEL_vUHipc20TvmIRh-33Q,Morning Kale Tonic,drink
lrqzizKOEGijh8rkoJqkqg,i_Zzv8KVkt4gimf4VOuVwQ,Buffalo Chicken Flatbread!,food
zNlFqcv9NolDRDG5inVNJg,2T4ZRPmweknjxdBfvHU3vg,,outside
UMRs0Xl0ucTKAZ9puEo7fw,PzqwENhkS_x5Czwn-dV6fQ,The last blues,drink
vdsP62BQ8lhZbCyj1faHAw,SLwKTGRk4obtmK_WPjwlGQ,,inside
T-arSS4FVYIL3hRiFuz-1w,weT5ykR8YSv4lrOekw0lWw,I asked it's gonna be a stage,outside
oqaQ-mKI9IkvW3Yg2RY2Zw,8ALvS0Fjq1qTJVqVRGgRuw,Signage,outside
6Jywr_4wo6-KVGjSjXQ5fQ,xYjQ1BtBUD__olSZe7tZhQ,"Everything avocado toast, latte, Healthy Elvis Smoothie",food
xufC0n_qGZuelsV2g38xMg,tygJjsQDeVrm2Y4sHB79sQ,,drink
US18eSblwVHncuLehRTe-Q,Jc7nrhpijP6xSGFxIu0uiA,,food
ENWUM87fUpUXNvAxjFgNlA,Sv56wBnEoygNYJqYMfyC-g,Chai Latte,drink
zLI9uQY1St06cyww3R9f1Q,kfi-B1KqPzcqz_pjVaXonw,Outside,outside
PRoEn-7TXDB_n0T5Rby78A,JaMZoosomwX7DDjkFOEo3g,,outside
-nh55AcW-IND_tAWq-uErg,ftBGLu2SNf70z6KeOJ_FFQ,,menu
FSxvw1S9anegQh59THFmAA,xhtmIQ-NgT86Qzw7L6xhLw,,food
yuDiGILa39ZN5DXZnElfig,FTSY6Y1RU-ICgc3GAbquXA,Flavors of the day.,menu
OE9xyPf_cfNCePZXlLskng,gTC8IQ_i8zXytWSly3Ttvg,Menu,menu
Jfav8lD6Ah0KHTjMhQ5iJQ,J_RXc0Rg6JawwhbqYg_Kdw,,outside
e4tIUPOEJwr1vKo7Dc6ooQ,6TUOsIU1vNNQcoauKrZFCw,,food
ysF0j90DJVcV02y9VZEQBA,OIbh0ZOemmphJR4Att3E6A,,food
8R4wKWhD0ZQH05rUILndJg,M6qDX8HZS7gOJ_pBOAih1g,,food
xnivSu-R8HgyNktgcHLPwA,IigcbMz8J9tGo8wJYlOImA,,food
ZXTe9Kr-Tv-EZuz8ZOZz8Q,E6XroNxiqhu5lTBRNyd69g,,food
HeAJmXqBE9Ql7S9wTB65Fw,_4bhVmlvT9dvqydQG2TOMA,Hearts commemorating children with congenital heart defects.,inside
sD49Ml5E5Gtrbb9zcIYwdw,l0nAnGMDSGNSVGBaSNC25g,Chicken Satay,food
fMwvB59pmHCODEj1yVIRbg,JcdsERaKlWNY9CT5Tl8LvA,,outside
umHwRGuMMAgLDOrgcCbNGQ,eQlMjyOsirwFCH8CiaKrjw,Merch area and host stand,inside
5COd-WBuXOHLypZ_UzX9gg,caYHsI0eWE0UyEcSm04uMQ,Large cuban,food
lueN32ZqxTJnPKAYsfgwqw,kmotrMCH6l-dbMZAJ4g27Q,,food
7UePOe23tQi-JYmRkoU51A,1_YCzfB3Eh1sMN0Nx4idvg,the fair,outside
i46bedpYxW7M3Rxu88lHpg,YdMKdHOPbNgzxrC7xFwL1Q,Iced Shaken Espresso,drink
1hVhZoBY29e6-w8OFZCvGQ,pm8E0D_NXD7OEMIq8P3YNQ,Humble facade...but a proud interior,outside
8yDoA5wF6oRiBJ6LCuQ73g,QYcbAQu6Bp_MjP29OwRuvA,Double Cheeseburger,food
LY3IiHHAThmfnQIRLaP0yQ,gA1lh453f4rCiOI_YhcLLg,Enjoy Daily Drink Specials,drink
V5InvkwGore1K_XXTkJ7TA,VszpqEug1SY_TARbN6eROw,Broke n Bored restaurant inside,inside
z9E6787le-Tg-13lAuuFbw,rBdG_23USc7DletfZ11xGA,,inside
NsDr9Or1nFcOzrW-vmwj_g,NKNgAfsVH_-ZA4FQ8yI-4Q,,food
JtUa5APEDzIRDeFtJUoZTg,_jw2k0s0zDMgnti5i_IUaQ,July 2021: Exterior Pic 1 of 4 (one side of the gorgeous building),outside
JWX7rHkse_THaHfs0P6ovw,3wg8xiywSGA96DWCF0WOLw,,outside
IhSe-gmD5LWbSEwCtx-LfQ,_27_xPY4rCw1JEvz3VolCQ,,drink
RjKy8wifP4uf9fxvL8BUcg,4NozMd-0ufrS7sUZ95948w,,drink
KymPwWsQNAl7x4co83rsGA,qLWIKYCCsu_b4NNqgmE3JQ,,food
Qb1DT_dd_8pKhRugUjmz5A,xuFjcrdGxISZVfLVl0mttA,Irish Whisky flight,drink
ybxFh7JrtGYlyHVRmXU-PQ,4e9tguRcMc4S5hzBlfC62A,,inside
sHgpOphzS-u9Y9NH1usu6Q,w3t8RycX2LQZjmxM-oaqHg,,drink
V7B_G497leoMRdXS1ducQQ,bcfXCWaYxIN4UoV_94ksLQ,Digital menu,menu
yjgQ66yWTEr2DTH-rugPew,8RwPYPVmudJP_LrdPdJMyw,,food
I03-XbsK0Wg7vK_czpHVtQ,RsZFGqDyTUk9kEJzVLWHdQ,,menu
l_mjCLHY_Ig71m-QA662nw,geuZssQDB8yblCpFYwoqAw,,inside
W4M_8hHPgRCz0U5EQA76Mw,LeqeVatpZSxlkH5DncBB2g,,inside
pM79NL0zgDDO6TKDEFb_Dw,Kfaq9cuyeXHkzWwL39jUWw,,outside
JmdlI_9ilQDgg_IVWjWfmQ,t8e4ZUR8p0CEWgMLIYtBwA,,outside
JnYYcldG-F0RkcddbDKqhA,ckf4bmTIyheoCXfcFkYkaw,,food
AqV9SpV2zfetfPQV1sOW9g,M8vKFvhRr_O31F5R9UGQWA,"Previously names Golden Coast, so happy they remodeled! They made it look more modern & hipster!",outside
1WTdh0xPn6RvhHPRMBbXjA,IhrTLL6az3q192ik4P05IQ,,outside
3wAwmITSl3JB_HfiERfG7Q,ab8i075-Tjju3WvcsXTp0g,Leilani and Frances!,inside
gv-K6pPsuvlagjwgvRD8RA,NH9LSB4Qz2v0fHTMz9sQ0w,The Boat Run container at Sparkman Wharf. Come up and order!,outside
YIb7Q-8AFbpzDHr3K7tz-Q,qe5fWtR9u-Pqg1pJBR5G0g,,drink
kohSo6FaWMjC3u4OBvCQnA,d_UJWp4IlGS4sgnjE60eBw,Longwood Gardens  -- fountains show,outside
OpqXFFfgdT0fQmB1g29fMQ,JXNNVtH0Djq17IZ8ynhCzg,,food
afxT0MXyS5-8VoobEOJlhg,v8LChVWkietDAMUVDek4qA,,outside
hoRpRxvla6kXsYPyPeB3jA,HuawlT4tXzCXL8ftyvCZ0Q,,inside
viGm-cw7P-CE11DhlHLV_A,A7HQ_hLs7nUssgIVbAW_qw,Bar Photo,outside
-hWldd8nWa-NwYd307Rsgw,iXkQGJF88zOeXtHMjBmeZg,Ceviche and PEARBELLINI,drink
gnUEPIbz4sUsJMzVlzR98g,8BhNur6_XKLjCDvbhX2CNg,Tryin them grits!,inside
79dk93pk8o9Da5JQ1Wxv1A,9O_LIlewFABCJgMDTo3vjw,,outside
RoOD4eO5KtuKnXsVS0UDmw,L5LLN0RafiV1Z9cddzvuCw,,outside
AgO6Smkr40BFDtBH3KVCqQ,uvOInGrZOqdecn14mG634w,Polished Exterior,outside
nVep8B7CmqpNg6zYVLhUJw,B2KGQwnxjpdY4TIVqmG3XA,Laté,drink
laW3YA4deht7RbGMOWXMIQ,tthy48ZIX_wfY8Dy0Dvg6w,bone marrow 牛骨髓 一般,food
PkTD9xRE9qM6RPpYA1exeQ,_BreSZ3-mTEJYqJ1Ot7Akg,,food
4qu5Yb4zpKEPMHnIokvsFw,3LN-a28iwqL4EcuN3SXqsg,,outside
V9hD9fdWFa1aDo38XRuqxA,cK4uyQHRkZfuJYeVFb1TDA,Building - Facebook page photo,outside
HZ6L9Kk9vGERy74z1vrBIA,8uF-bhJFgT4Tn6DTb27viA,Outside,outside
2Nutt1CYIrp1KeSND6uRRw,fla4vQjwBYVD3-AHAGnMFw,,inside
3hKCJkp7V0Ki-1uEf9Y04g,NfuQxhkadU9p1nFUs-2sbQ,Iced Shaken Espresso,drink
ekmyuJDk4z27bUadBFMjNQ,z9eFmhycVkKRoNj8PP9oKg,,drink
kjwYoA0RXDPThNuLJIOnjw,WYFbNrYDgw7gNDvMxa0rKA,,menu
Fl8-3c0vdMWitj1maFUkyA,TKzt7jlAgLRJe4vzQje1bA,Sunny and 75 sitting on the outdoor patio,outside
L__gc0l0bhcQaQOjabXTBw,3fVYGQr_ldW2_1QlXJjpaQ,Filet Mingon,food
bZxn-3twme3pPrzeXfUFpA,RBujFM-QxuMU_YorRW8_0Q,,food
dRbmLadlrPv-fiH5n4Z6AQ,znlrxrY4InSx7ekPZxoHRw,Original McConnells front entrance,outside
E9sTWId6bgaxPUhx6KTi1g,TbjqvdrSBm27arbKbReRfg,Happy Valentine's day,menu
x-GtAta4nwOxp7ytQn4_ZA,HUfoljaD3iVbHdQlBAsV4Q,Greenbrier Cocktail,drink
waxytN8kkSBQldtdCCai_Q,nNYKCU_9TOjJLRYwtRiHvQ,Signage,outside
IKc9u3GlSuKskJl3ojHwPA,ejqpFQ0dwO7AZhxTO9fySg,Bossie's Kitchen; where the cow reigns,outside
GlaeKdSGqVWl2ecO6rYl_Q,tpbBttkFdD4bKdUvmslspg,Saturday night shenanigans!,drink
6LTKgN4p-7ROQGCsZ178Pw,3iUCCf1FWmjlFbGYvBgf9w,1.5 lb ribs with broccoli salad and mac n cheese.,food
Yqy7hJZYDKa-X4tok-J4Zw,KMHsCQx4pRqIMdY7mWHOCQ,Empty plates.,food
tsmtoLkGBJG5MQlc3LhAnw,26107Pz4hjESgQ8J2c81rA,strawberry nutella and banana cookie cream 'stinky buns',food
z-uSjJpRDseob_gyBeogqA,201UaKaEfKv_o3wSCthKpw,Best NY Pizza Of Wesley Chapel logo,food
fwjez-A-75izYP8vI9dIzw,VYkEik6T-yVY-jRK28mF3A,,inside
6InjNYcwYL4kK1hCTkSbQg,YbkD76a_vnGYpMrFLETIyA,,food
vHLpRHb33kOh13BYRQNYTw,NASeGfh61UDea-O_-4qCPw,,inside
5bbkgjeKGspcAR6byjZbmQ,FBof1_DJG-IMRdk6WmY2IA,,food
rt-jlv4B7ZiO4AwyHLPfyQ,wcQ14IVjtxmul8rojLmiEg,OPENING DAY ON OLD MERIDIAN,inside
siJwhjRrDM3yznRcoc5uWw,0vU_OcoHU_hcEfNTpDyOvA,,food
3tbQsqp44rdZNOgdDdyq6Q,tOBpyk5SKKgU4MAgX2xaEQ,vegetable green curry,food
hl1xFcyxetsakrhk-HXqrg,VOaWZhnatGDLl1PBrXKTjg,,drink
jeM0URfjLTfhPEYgOP3SYA,2aZNVfzU-3672SjRHnPoOA,,drink
LpLoUJPgggvuUa1hN6Z9ww,JpAjXYIqFQJyibItoZ_hOg,,outside
dVPqkgjLodU4xuBt-GmJvg,pWuoHHu0LuVrD0HjadDygg,SO SO GOOD!!! I love the banana rum French toast!,food
RyfMeSGEs83VziwNe50LBg,8UPv1p9GW-BiZtQqUt8nOA,This right here!...is Life!!  The #ChargrilledOysters is Everything!!,food
4oTZO0w8JhLxYn7nVJ7s9A,0t1jvk8ZV3f3xqA0RmDVYw,View from the outside patio..(smokin patio),outside
EheWvffiNPxQood0MCzMTg,ffbkjmGeIOnV5oUn9GUp0Q,,outside
195EPGz1ao-qDupqNCtk9Q,vP_Rkh68ohANnCL-nXED6Q,,drink
VzsZdwNmqgTAxSXbsFr_fw,ctHjyadbDQAtUFfkcAFEHw,Fried cauliflower,food
lmeKwry0rnXIgO177fQfig,Nvuya8iH_NaJlzXg-dx1-A,,inside
Hn08umeGVNwKTImNzRucMw,dNR-b-CsrFGYhMo9zLMrCw,,inside
umMm5xSD66hIOuvrtDhtjQ,s2QNCS8eIOS5DWKw7C-7qw,,inside
kov-PrFCniAXDsR0AkRhPw,JFteGsQlrJeJjur6cA1RhA,,menu
vJPFOOQNiQxRFP9vdv7uQA,p4zm3a5-Ei8wjUV_KZq23w,,outside
e0utG48b3aNbOd_eV-Wh9A,ECUu-31E44hl7irKMx79Hg,They finally got their new sign! Looks great.,outside
0eUsr08gurqug6QR57TswA,KobS8yqBelXH11gaIhZJSg,,outside
MblbR7G_9BGIfB4_Dz1FUA,pIvX_Kw4f82baMUhRO6WxQ,Check out our awesome sign!,outside
A7hENI6fKDpJ6MttVC3zHQ,h_rcMQtglIiAs-Oc5d8Ozw,,menu
atLfF1uBRXKOJfc9CqdB6A,VZqrQ1dEOUWp-A1hNsdZBw,,inside
EhF15fcQKBPQekhvyT84gQ,IujwicxDML3FMfHURhkojA,,inside
aepBrUICz5CJ4zk12oWWxA,_gjlYp7xd4NiEosu6GHusg,,food
kgNpDOMXdRTZnkjhlUge9Q,nYsNsyIppe_DTueBha1x9A,Florida Holocaust Museum,outside
2_Zv1EfN1hc-TxFPOzr6Bg,jqvjI5FrOO-Ze9EQnmEn_Q,"Regular cheese steak sandwich. The cheese was perfectly blended into the steak, and was so darn good. The onion rings are also a must.",food
42MXm_38CwvR6N1oxfbrnQ,eKh-KrtRynr-ik1xTpShUg,,food
-Z-Q0jHcPT5Wzt59hhr2xw,Fx_yFwHlHboVTTj-4NJQyg,Chicken enchiladas with cilantro rice,food
BuYpTZ6ACToqLa2SunwGKA,Y_aUDKJkUW9GFQLUL-Zmww,Sunset is priceless,outside
LKoH7DMr27Iz5wBVsFOwHA,txyXRytGjwOXvS8s4sc-WA,We know it's hard to wait. Grab your smoothie using our contactless pickup and safely get to sipping fast.,drink
S7WhumX4Z_y68Uobrjb_zQ,2np2bOL_PS0eNq260qLuMA,Exterior view.,outside
hpL6n9XzK0TD25Tu2HR27A,iM0M83HT7qmLfZF8xjDHxw,Outdoor patio,outside
qpUPO0m_g2--Sms60pOEig,chUeS0h9C8KGfyJO2Jqgew,Italian Grinder,food
ylGmNbN1pZ2mbcw-ihjGBQ,W9y4JkMqy2dFNwYc3Y5cKQ,Mountain roll delicious flavors,food
sp7b9N0HrYckJOMVtv8eEA,R48sdpob1iiwZEqZq9IFyg,This is the front of restaurant,outside
tbV2_axcwWwVVQWtRC9OcA,EKSmnS-fup3HNFLR9J17mQ,,outside
Q_UdexxWq3FhG1Qi_BeZiw,IdFF45ev2i3jZU8UUOgYOg,"Not trying it would be a crime! Our Outlaw Ribeye is bone-in, well-marbled, fire-grilled, juicy, and delicious.",food
6fghI82k0Wy1a5H7dj2HzA,hr1XaVzp6htS41LjwKjIbQ,,drink
FxVwa08YxIykj4l_nCot8Q,sPxAZRMzMsvwO2e8impPBA,Patio,outside
J61d16svc6BzyDFprdf-sQ,4P4iL8EHh_IjfNE2_c8TTQ,Signage (photographed by Dave H),outside
t_7YLNeGPQPf80FMVlmchw,Uo8hPDQzIflYP6QaUxfQkg,taken from the Jack's Grill website,inside
J6cJk1FhyqdP9kkRHbczeg,h7Fq7pBe2uMD5doA91j6XQ,,inside
yP_gunggWzvoRK4sVvbeOg,O9vBnoQFKLm8LdiA2YBCWw,Wine Lovers Unite!,inside
EYD683A_R21BZ477Sxpc0w,Na1SLUt0rQ0X72JH_2LVJA,Strip mall Chinese at its finest,outside
P-R69pPoT5MkXcvxkm-NQg,yVB7Usr55NnaUKs7K6xDTQ,"Cant see because its dark, but they have a nice outdoor covered patio",outside
kdOew_3einIz8h_YSqDDnQ,-cE9GrThz6HHn2zdpoqY_w,,inside
l3R8QDoxuYX3nrmyRAqSHg,3VYxaeo6BJNHbVIIfmWN_w,,inside
uyiHR3Tf_P0uAReBPy6OdA,TvbJq1a1Xto5w6t4zMUYHQ,,outside
EY9lLoAbnmqhy4BqKSz3Sg,_JXfCdMu1TFblbhJ5KT7fw,,inside
oCCkgYIv8AiW3GCbwYUoQQ,2trMFZ3slXjccVumyvLF-w,Found it,outside
1g170PhOAVMCTGHfmDiu4g,-nC9g_6S8kPXFNyee315hA,Outdoor dining area,outside
6uF2mWPn9JK9uN3q6prnkg,_78Lam9Jd0W6ZmnHTvdjMg,,inside
KxkU7lee9ftsMmltWOL1lg,f64wvgLjQZEhSck9iYptSw,Cucumber infused rejuvenation center.,drink
vqWt2fd312Hg4XcDFJwbDg,xZileQFJ7h-0QKjtGc9xgg,,inside
ELnDIi2OjxLDmUlQpiNCNA,CJO_QesejPDb5oKhvpAjCA,Outdoor patio,outside
vxKE52-y_NqFrDWLnAMsCA,TaYzef5Sv6b_-JdhRtaqhg,,food
H-eLXCwer0jGKIJKzMRJeg,ED-6JeGGo8C_m7MiSB36Zw,,drink
lZ01uje8Lmo2eZfApiQnrA,thb9MKU1kOG_TZ0sn2RxcA,,outside
ugSz8zOTJpqq_AJ13NQL8A,CsYpEHP2fvZV2yt49fSgJA,,inside
KyKXVSDs5Py2BuNfwp6sdQ,vQ5Qa6kvlXiUHT60G0RduA,,food
eYAFsDYcEifILCsb9FE9GA,4jkH3istYst8zxLxb-QVmg,,drink
SGJZrV5kkEcp1W8Py_xgLg,FeCkEyoGHVAR7KzrEX-uMA,,inside
XVnOaU18YG-m3gtYisvx7A,veSGr7KVGCkvXuZ3KDIN8w,This is the Arnold Family whom have been running their family farm for generations spanning back to 1820.,outside
BD8F_GP5TiNCiajFVPqZOA,SV04xdj87VOEa4GJ2dZm_g,,drink
-Z-rm_XqETCj2HsL2IrpZg,1dizGIlRvFex3ivVyhMvIQ,Sweet tea on their upper balcony,drink
_34sA7P6RwKLXOSlcdruOg,8gY3LGFUMIQubovGbSd7Nw,Hibiscus Green Tea while we wait for our yummilicious food,drink
GftNymwCLM8EgoKpFUWNDw,99dN-202N0EzRqdaOA_eRQ,Bloody's at Barcadia,drink
uh9nLNTm6UsyTMbudnqm5g,dYYkzkiAQoOtRjdR0kcspw,,drink
DJI180lzAADRyWS2TIqVEQ,SwWfW3vBn5QkDE7T3urGAg,,inside
9-kEDiiyQOut87QIYy1kcQ,QNxXsVPYcecUuhGRG-88OQ,,outside
Fifxpa5gyjc5m5GQ9AwOIw,quk6TFDQyuQ4g0KuIb9qUA,,menu
Bz9f8345JsZS1eaLE403EQ,-rW8eTXkovH1NksTZzJ7Yg,,inside
UgOG0DZwK9eLjq_Rzg9OQQ,b6ZtTraMKE3ftSmtkfe-iw,,food
XseBUNM81RxxtfDgyjxXiA,Uw46n__imJ52D7Zh1vJVrQ,The Cowgirl's bathroom looks like a barn with sunflowers' very cute!,inside
gwfW0eLqnWalDfyjBlH4WA,5qYfPzZXPdPZ6SPLlksXQQ,,food
rUg4Y2zGoJhdqxvmZ7h6YQ,4OLzI9PLO01aU264zh_c3w,Interior dining area,inside
qXTagI6RJBBHeObQ4hXjgA,7XSVBJVuozQZL53D3DlypQ,Halo Halo,drink
qlPMv7ahiNfczIKV75roxA,v4jzYZvLqCxPvJLmYzMibg,Tomato Joe's,outside
6QyX30VhHgib5sgKi8I3hg,QGYzYUMsQe6k7__LD91E5w,,outside
2ibfcCm1gfaxG_OZQQsG2Q,EhotxJEJxpMgCJ0F82Buvg,Philadelphia Fish House Punch,drink
67KZ4hDcKgBDdzBXXuJ49A,qOCZYVpQ_H0BabYkWcbXhA,The Go-to: Mussles and Shrimp Combo $14,food
a5eiUgx5xh1SAsswoTwFIA,fTXSAVnzPkHqCzA4l6896g,bigger than i expected inside,inside
S2TfRM2bMwo1HyKy3D8zDA,im1dUk7C1YoqT-KPKBF4Ng,,inside
Oev5LAxy7Y48-jK1vZvwDw,8tKV2XCp-kyKKxrScmOdtw,,food
wLYfQimkSUdTDXmZcf-GWQ,tavK8PX3ysc8DRFEB8AlTA,Sours!,drink
Q3JA6UomchTPr5cl6ZJj2A,F8Y6jMK0woLqc-RN5V6SEw,,menu
21UAocNtDbpS54YDR1lHxQ,JjUsoFUCDHsEloj6Q83aFA,(photographed by Dave Hong),outside
W9FQzMACp-NAg29clZkoVg,Eqi2V_B5Ay-6dUT45sqNGg,,food
OV_1mRb15Lz8LEGsJtcvdA,H3EK1Q8tqRGqPBps05Uahw,The entrance,outside
DVgEgI6nfGChyglyguoYAg,nmWOrJHm5qSYzhZINwqXqg,,outside
ootsGbBgus61MUIsdKPqKA,AzbSqzXgl-V8pMklfZqEVg,Eggs Benedict,food
-N6qK2xzFRAJ5bZ1Q2oZiA,jFmYoL-mN5qU1tBI0A2YXA,Sign over the ordering counter,outside
-y8XSnHKznURYvNXSVTZVQ,p53i8ogh4pADR41GwaPRjg,Gorgeous Rooftop 360!  Rent a cabana for a special event and enjoy the sunset over the Gulf of Mexico.,outside
62ndh1MiQmq01-8tQw_UAA,VVOkcSdoXFB6ku-TcuTdfA,,outside
wm-ZQCfc5UGPbgFSn1u7Bw,Lm88Ma65kQduVhuClg1tqQ,,inside
ulRRp4S7vRSt4bhZmgn76g,30iNoQB-k7LW_SuLfWDq7g,,food
hkkzak2vzxatOTxeAHzDXA,fn4pu_IPQypHvSug75Z4IA,,food
y-hrRb3Wn-AKCnt6eN4smg,A9VBvn-H5EBil-7vmR8UVQ,"Rosemary bagel, toasted, with chive schmear",food
mzZpEi2B_hbqrzQhACClrA,ib6UeCrDpk2dMVWdH_mE0Q,Doc's Pub on the Patio,outside
4GjUsbxzUJ2NsBGPHv3cuA,IxlIgLbIbynzJdzeqO860Q,Yuzu Mojito and 805 - Craft beer and clever cocktails,drink
FNorNweRwodkv08xfqPndQ,RTOIDrDonj9tgYHHSTuu-g,Mi krob,food
H9_syAjyM42iJoOg5LVE-w,Gzu6TBtFEXvaPxYbkJfF0w,,food
XShUjWIYOLuwIghi1yYUsw,_NsxUap80lyr77Js1cl2cw,bar area,inside
Jh1T17w8b7Z-MrrBwS9Hhw,IigcbMz8J9tGo8wJYlOImA,,food
42CnpXGCLYwIZQRnPIXlYA,3Nfa2VSW90m3OAOSPV8mvg,,food
foGamK0oa8NPZWp_yeWHQA,1fGaY2WlGv2l4as6UkMFrg,Backyard BBQ with Ivy Aurora,outside
VwfIHE2L1hsq5Ae5e1-PAw,IFF5jFfQwKRwL2Vd28BCTQ,,inside
RTeDz5WYqh2NZ6BUeggFAg,G1nix5cIWx3Jla8xZG-xAA,Watermelon smash,drink
